"Date","Time","Location","Odometer","Eng Hours","Event Type/Status","Origin","Sequence #","VIN","Power Unit"
"08/23/2023","12:39:32","4mi S IL Keenes","1,179,901","35,342.7","Intermediate log","ELD","1672","1XKYD49X8GJ491411","12"
"08/23/2023","12:55:25","2mi SSE IL Mount Vernon","1,179,916","35,342.9","On-duty, not driving","ELD","1673","1XKYD49X8GJ491411","12"
"08/23/2023","13:03:35","","1,179,917","35,342.9","Diagnostic logged","ELD","0B1F","1XKYD49X8GJ491411","12"
"08/23/2023","13:03:45","","1,179,917","35,342.9","Diagnostic logged","ELD","0B20","1XKYD49X8GJ491411","12"
"08/23/2023","13:08:32","","1,179,917","35,342.9","Diagnostic cleared","ELD","0B21","1XKYD49X8GJ491411","12"
"08/23/2023","13:09:38","2mi SSE IL Mount Vernon","1,179,916","35,343.2","Driving","ELD","1674","1XKYD49X8GJ491411","12"
"08/23/2023","14:09:38","1mi S IL O'Fallon","1,179,980","35,344.2","Intermediate log","ELD","1675","1XKYD49X8GJ491411","12"
"08/23/2023","15:09:38","2mi E MO Wentzville","1,180,037","35,345.2","Intermediate log","ELD","1676","1XKYD49X8GJ491411","12"
"08/23/2023","16:09:41","2mi WNW MO Kingdom City","1,180,102","35,346.2","Intermediate log","ELD","1677","1XKYD49X8GJ491411","12"
"08/23/2023","17:09:38","8mi WSW MO Nelson","1,180,168","35,347.2","Intermediate log","ELD","1678","1XKYD49X8GJ491411","12"
"08/23/2023","17:58:08","1mi N MO Bates City","1,180,218","35,348","Off-duty","Driver","1679","1XKYD49X8GJ491411","12"
"08/23/2023","18:00:46","1mi N MO Bates City","1,180,218","35,348","Driving","ELD","167A","1XKYD49X8GJ491411","12"
"08/23/2023","18:00:58","1mi NW MO Bates City","1,180,218","35,348","On-duty, not driving","ELD","167B","1XKYD49X8GJ491411","12"
"08/23/2023","18:09:30","","","","Second certification","ELD","167C","1XKYD49X8GJ491411","12"
"08/23/2023","18:09:35","1mi NW MO Bates City","1,180,218","35,348.2","Off-duty","Driver","167D","1XKYD49X8GJ491411","12"
"08/23/2023","18:15:28","","1,180,219","35,348.2","Diagnostic cleared","ELD","0B22","1XKYD49X8GJ491411","12"
"08/23/2023","18:15:28","1mi NW MO Bates City","1,180,219","35,348.2","Shut-down","ELD","167E","1XKYD49X8GJ491411","12"
"08/23/2023","19:21:38","","","","Third certification","ELD","167F","1XKYD49X8GJ491411","12"
"08/24/2023","03:59:02","1mi NW MO Bates City","1,180,219","35,348.2","Power-up","ELD","1680","1XKYD49X8GJ491411","12"
"08/24/2023","03:59:59","","1,180,219","35,348.2","Diagnostic logged","ELD","0B24","1XKYD49X8GJ491411","12"
"08/24/2023","04:00:10","","1,180,219","35,348.2","Diagnostic logged","ELD","0B23","1XKYD49X8GJ491411","12"
"08/24/2023","04:16:05","","1,180,219","35,348.2","Diagnostic cleared","ELD","0B25","1XKYD49X8GJ491411","12"
"08/24/2023","04:21:41","1mi NW MO Bates City","1,180,219","35,348.6","Driving","ELD","1681","1XKYD49X8GJ491411","12"
"08/24/2023","04:23:29","1mi NW MO Bates City","1,180,219","35,348.6","On-duty, not driving","Driver","1682","1XKYD49X8GJ491411","12"
"08/24/2023","04:23:29","1mi NW MO Bates City","1,180,219","35,348.6","On-duty, not driving (Inactive - Changed)","ELD","1682","1XKYD49X8GJ491411","12"
"08/24/2023","04:37:28","","","","First certification","ELD","1683","1XKYD49X8GJ491411","12"
"08/24/2023","04:40:01","1mi NW MO Bates City","1,180,219","35,348.9","Driving","ELD","1684","1XKYD49X8GJ491411","12"
"08/24/2023","05:40:04","6mi WNW KS Linwood","1,180,281","35,349.9","Intermediate log","ELD","1685","1XKYD49X8GJ491411","12"
"08/24/2023","06:40:04","6mi NW KS Alma","1,180,351","35,350.9","Intermediate log","ELD","1686","1XKYD49X8GJ491411","12"
"08/24/2023","07:25:47","2mi WNW KS Abilene","1,180,403","35,351.6","On-duty, not driving","ELD","1687","1XKYD49X8GJ491411","12"
"08/24/2023","07:38:39","","1,180,403","35,351.7","Diagnostic cleared","ELD","0B26","1XKYD49X8GJ491411","12"
"08/24/2023","07:41:16","2mi WNW KS Abilene","1,180,403","35,351.9","Driving","ELD","1688","1XKYD49X8GJ491411","12"
"08/24/2023","08:41:18","5mi ENE KS Wilson","1,180,466","35,352.9","Intermediate log","ELD","1689","1XKYD49X8GJ491411","12"
"08/24/2023","09:41:18","7mi WNW KS Ellis","1,180,537","35,353.9","Intermediate log","ELD","168A","1XKYD49X8GJ491411","12"
"08/24/2023","10:41:19","8mi NNW KS Oakley","1,180,610","35,354.9","Intermediate log","ELD","168B","1XKYD49X8GJ491411","12"
"08/24/2023","10:55:17","1mi SSW KS Colby","1,180,625","35,355.1","Off-duty","Driver","168C","1XKYD49X8GJ491411","12"
"08/24/2023","10:55:37","","","","Second certification","ELD","168D","1XKYD49X8GJ491411","12"
"08/24/2023","10:56:05","1mi SSW KS Colby","1,180,625","35,355.2","Shut-down","ELD","168E","1XKYD49X8GJ491411","12"
"08/24/2023","11:33:39","1mi SSW KS Colby","1,180,625","35,355.2","Power-up","ELD","168F","1XKYD49X8GJ491411","12"
"08/24/2023","11:34:27","","1,180,625","35,355.2","Diagnostic logged","ELD","0B27","1XKYD49X8GJ491411","12"
"08/24/2023","11:35:02","","1,180,625","35,355.2","Diagnostic cleared","ELD","0B28","1XKYD49X8GJ491411","12"
"08/24/2023","11:36:38","1mi SSW KS Colby","1,180,625","35,355.3","Driving","ELD","1690","1XKYD49X8GJ491411","12"
"08/24/2023","12:21:07","6mi E KS Kanorado","1,180,672","35,356","On-duty, not driving","ELD","1691","1XKYD49X8GJ491411","12"
"08/24/2023","12:45:19","6mi E KS Kanorado","1,180,672","35,356.4","Driving","ELD","1692","1XKYD49X8GJ491411","12"
"08/24/2023","13:45:21","3mi ENE CO Arriba","1,180,743","35,357.4","Intermediate log","ELD","1693","1XKYD49X8GJ491411","12"
"08/24/2023","14:45:21","3mi WNW CO Byers","1,180,816","35,358.4","Intermediate log","ELD","1694","1XKYD49X8GJ491411","12"
"08/24/2023","14:56:56","1mi E CO Bennett","1,180,827","35,358.6","On-duty, not driving","ELD","1695","1XKYD49X8GJ491411","12"
"08/24/2023","15:12:15","1mi E CO Bennett","1,180,827","35,358.8","Driving","ELD","1696","1XKYD49X8GJ491411","12"
"08/24/2023","15:12:31","1mi E CO Bennett","1,180,827","35,358.8","On-duty, not driving","ELD","1698","1XKYD49X8GJ491411","12"
"08/24/2023","15:14:39","1mi E CO Bennett","1,180,827","35,358.9","Shut-down","ELD","1697","1XKYD49X8GJ491411","12"
"08/24/2023","15:44:37","1mi E CO Bennett","1,180,827","35,358.9","Power-up","ELD","1699","1XKYD49X8GJ491411","12"
"08/24/2023","15:45:35","","1,180,827","35,358.9","Diagnostic logged","ELD","0B29","1XKYD49X8GJ491411","12"
"08/24/2023","15:47:42","","1,180,827","35,358.9","Diagnostic cleared","ELD","0B2A","1XKYD49X8GJ491411","12"
"08/24/2023","15:48:12","1mi E CO Bennett","1,180,827","35,359","Driving","ELD","169A","1XKYD49X8GJ491411","12"
"08/24/2023","16:24:22","4mi E CO Denver","1,180,850","35,359.6","On-duty, not driving","Driver","169B","1XKYD49X8GJ491411","12"
"08/24/2023","16:34:41","4mi E CO Denver","1,180,851","35,359.7","Shut-down","ELD","169C","1XKYD49X8GJ491411","12"
"08/24/2023","16:35:46","4mi E CO Denver","Missing power-up event","Missing power-up event","Off-duty","Driver","169D","1XKYD49X8GJ491411","12"
"08/24/2023","16:35:58","","","","Third certification","ELD","169E","1XKYD49X8GJ491411","12"
"08/25/2023","12:22:46","4mi E CO Denver","1,180,865","35,362.2","Power-up","ELD","04E3","1XKYD49X8GJ491411","12"
"08/25/2023","12:22:46","","1,180,865","35,362.2","Diagnostic logged","ELD","04E4","1XKYD49X8GJ491411","12"
"08/25/2023","12:49:52","","1,180,865","35,362.2","Diagnostic cleared","ELD","04E5","1XKYD49X8GJ491411","12"
"08/25/2023","12:50:05","4mi E CO Denver","1,180,865","35,362.7","On-duty, not driving","Driver","169F","1XKYD49X8GJ491411","12"
"08/25/2023","12:57:30","","1,180,865","35,362.2","Diagnostic logged","ELD","0B2B","1XKYD49X8GJ491411","12"
"08/25/2023","12:57:33","","1,180,865","35,362.2","Diagnostic logged","ELD","0B2C","1XKYD49X8GJ491411","12"
"08/25/2023","12:58:49","","1,180,865","35,362.2","Diagnostic cleared","ELD","0B2D","1XKYD49X8GJ491411","12"
"08/25/2023","12:59:17","4mi E CO Denver","1,180,865","35,362.9","Driving","ELD","16A0","1XKYD49X8GJ491411","12"
"08/25/2023","13:59:17","13mi NW CO Limon","1,180,929","35,363.9","Intermediate log","ELD","16A1","1XKYD49X8GJ491411","12"
"08/25/2023","14:59:20","9mi WNW CO Kit Carson","1,180,995","35,364.9","Intermediate log","ELD","16A2","1XKYD49X8GJ491411","12"
"08/25/2023","15:27:30","1mi NW CO Eads","1,181,024","35,365.3","On-duty, not driving","ELD","16A4","1XKYD49X8GJ491411","12"
"08/25/2023","15:29:13","","1,181,025","35,365.3","Diagnostic cleared","ELD","0B2E","1XKYD49X8GJ491411","12"
"08/25/2023","15:29:13","1mi NW CO Eads","1,181,025","35,365.3","Shut-down","ELD","16A3","1XKYD49X8GJ491411","12"
"08/25/2023","15:57:23","1mi NW CO Eads","1,181,025","35,365.3","Power-up","ELD","16A5","1XKYD49X8GJ491411","12"
"08/25/2023","16:13:01","1mi NW CO Eads","1,181,025","35,365.6","Driving","ELD","16A6","1XKYD49X8GJ491411","12"
"08/25/2023","17:13:03","22mi N CO Springfield","1,181,087","35,366.6","Intermediate log","ELD","16A7","1XKYD49X8GJ491411","12"
"08/25/2023","18:13:03","10mi N OK Boise City","1,181,147","35,367.6","Intermediate log","ELD","16A8","1XKYD49X8GJ491411","12"
"08/25/2023","19:13:01","4mi N TX Cactus","1,181,213","35,368.6","Intermediate log","ELD","16A9","1XKYD49X8GJ491411","12"
"08/25/2023","19:16:50","1mi NW TX Cactus","1,181,216","35,368.6","On-duty, not driving","ELD","16AA","1XKYD49X8GJ491411","12"
"08/25/2023","19:20:23","","1,181,213","35,368.6","Diagnostic logged","ELD","0B2F","1XKYD49X8GJ491411","12"
"08/25/2023","19:23:28","","1,181,213","35,368.6","Diagnostic cleared","ELD","0B30","1XKYD49X8GJ491411","12"
"08/25/2023","19:23:41","","1,181,213","35,368.6","Diagnostic logged","ELD","0B32","1XKYD49X8GJ491411","12"
"08/25/2023","19:23:54","","1,181,213","35,368.6","Diagnostic logged","ELD","0B31","1XKYD49X8GJ491411","12"
"08/25/2023","19:25:57","","1,181,213","35,368.6","Diagnostic cleared","ELD","0B33","1XKYD49X8GJ491411","12"
"08/25/2023","19:26:32","","1,181,213","35,368.6","Diagnostic cleared","ELD","0B34","1XKYD49X8GJ491411","12"
"08/25/2023","19:29:48","1mi NW TX Cactus","1,181,216","35,368.8","Driving","ELD","16AB","1XKYD49X8GJ491411","12"
"08/25/2023","19:32:12","1mi NW TX Cactus","1,181,216","35,368.9","On-duty, not driving","ELD","16AC","1XKYD49X8GJ491411","12"
"08/25/2023","19:34:09","","1,181,216","35,368.8","Diagnostic logged","ELD","0B35","1XKYD49X8GJ491411","12"
"08/25/2023","19:34:37","","1,181,216","35,368.8","Diagnostic cleared","ELD","0B36","1XKYD49X8GJ491411","12"
"08/25/2023","19:37:35","","1,181,216","35,368.8","Diagnostic logged","ELD","0B37","1XKYD49X8GJ491411","12"
"08/25/2023","19:38:06","","1,181,216","35,368.8","Diagnostic cleared","ELD","0B38","1XKYD49X8GJ491411","12"
"08/25/2023","19:41:03","","1,181,216","35,368.8","Diagnostic logged","ELD","0B39","1XKYD49X8GJ491411","12"
"08/25/2023","19:41:08","","1,181,216","35,368.8","Diagnostic logged","ELD","0B3A","1XKYD49X8GJ491411","12"
"08/25/2023","19:42:23","","1,181,216","35,368.8","Diagnostic cleared","ELD","0B3B","1XKYD49X8GJ491411","12"
"08/25/2023","19:43:38","1mi NW TX Cactus","1,181,216","35,369.1","Driving","ELD","16AD","1XKYD49X8GJ491411","12"
"08/25/2023","20:04:22","1mi NNW TX Dumas","1,181,229","35,369.4","Off-duty","Driver","16AE","1XKYD49X8GJ491411","12"
"08/25/2023","20:07:09","","","","First certification","ELD","16AF","1XKYD49X8GJ491411","12"
"08/25/2023","20:07:29","","1,181,229","35,369.5","Diagnostic cleared","ELD","0B3C","1XKYD49X8GJ491411","12"
"08/25/2023","20:07:29","1mi NNW TX Dumas","1,181,229","35,369.5","Shut-down","ELD","16B0","1XKYD49X8GJ491411","12"
"08/26/2023","07:10:59","-1, -1","1,181,255","35,371.5","Power-up","ELD","16B1","1XKYD49X8GJ491411","12"
"08/26/2023","07:11:25","1mi NNW TX Dumas","1,181,255","35,371.5","On-duty, not driving","Driver","16B2","1XKYD49X8GJ491411","12"
"08/26/2023","07:11:39","","","","Second certification","ELD","16B3","1XKYD49X8GJ491411","12"
"08/26/2023","07:12:09","","","","Third certification","ELD","16B4","1XKYD49X8GJ491411","12"
"08/26/2023","07:26:15","1mi NNW TX Dumas","1,181,255","35,371.8","Driving","ELD","16B5","1XKYD49X8GJ491411","12"
"08/26/2023","08:26:18","OK Goodwell","1,181,318","35,372.8","Intermediate log","ELD","16B6","1XKYD49X8GJ491411","12"
"08/26/2023","09:26:15","1mi ENE KS Liberal","1,181,371","35,373.8","Intermediate log","ELD","16B7","1XKYD49X8GJ491411","12"
"08/26/2023","10:26:18","3mi ENE KS Minneola","1,181,433","35,374.8","Intermediate log","ELD","16B8","1XKYD49X8GJ491411","12"
"08/26/2023","11:26:18","1mi E KS Cullison","1,181,495","35,375.8","Intermediate log","ELD","16B9","1XKYD49X8GJ491411","12"
"08/26/2023","12:26:15","3mi WSW KS South Hutchinson","1,181,554","35,376.8","Intermediate log","ELD","16BA","1XKYD49X8GJ491411","12"
"08/26/2023","12:32:53","1mi S KS South Hutchinson","1,181,557","35,376.9","Off-duty","Driver","16BB","1XKYD49X8GJ491411","12"
"08/26/2023","12:32:53","1mi S KS South Hutchinson","1,181,557","35,376.9","Off-duty (Inactive - Changed)","Driver","16BB","1XKYD49X8GJ491411","12"
"08/26/2023","12:36:33","","1,181,557","35,376.9","Diagnostic logged","ELD","0B3D","1XKYD49X8GJ491411","12"
"08/26/2023","12:37:04","","1,181,557","35,376.9","Diagnostic cleared","ELD","0B3E","1XKYD49X8GJ491411","12"
"08/26/2023","12:37:04","1mi S KS South Hutchinson","1,181,557","35,376.9","Shut-down","ELD","16BC","1XKYD49X8GJ491411","12"
"08/26/2023","13:09:46","","","","First certification","ELD","16BD","1XKYD49X8GJ491411","12"
"08/26/2023","13:12:43","1mi S KS South Hutchinson","1,181,557","35,377","Power-up","ELD","16BE","1XKYD49X8GJ491411","12"
"08/26/2023","13:16:01","1mi S KS South Hutchinson","1,181,557","35,377.1","Driving","ELD","16BF","1XKYD49X8GJ491411","12"
"08/26/2023","13:16:47","1mi S KS South Hutchinson","1,181,557","35,377.1","On-duty, not driving (Inactive - Changed)","ELD","16C0","1XKYD49X8GJ491411","12"
"08/26/2023","13:16:47","1mi S KS South Hutchinson","1,181,557","35,377.1","Off-duty","Driver","16DC","1XKYD49X8GJ491411","12"
"08/26/2023","13:19:03","","1,181,557","35,377","Diagnostic logged","ELD","0B3F","1XKYD49X8GJ491411","12"
"08/26/2023","13:19:16","","1,181,557","35,377","Diagnostic logged","ELD","0B41","1XKYD49X8GJ491411","12"
"08/26/2023","13:19:23","","1,181,557","35,377","Diagnostic logged","ELD","0B40","1XKYD49X8GJ491411","12"
"08/26/2023","13:23:31","","1,181,557","35,377","Diagnostic cleared","ELD","0B42","1XKYD49X8GJ491411","12"
"08/26/2023","13:24:51","1mi S KS South Hutchinson","1,181,557","35,377.2","Driving","ELD","16C1","1XKYD49X8GJ491411","12"
"08/26/2023","14:24:51","3mi WSW KS Florence","1,181,618","35,378.2","Intermediate log","ELD","16C2","1XKYD49X8GJ491411","12"
"08/26/2023","15:06:32","3mi WNW KS Emporia","1,181,663","35,378.9","On-duty, not driving (Inactive - Changed)","ELD","16C3","1XKYD49X8GJ491411","12"
"08/26/2023","15:06:32","3mi WNW KS Emporia","1,181,663","35,378.9","Off-duty","Driver","16DB","1XKYD49X8GJ491411","12"
"08/26/2023","15:11:00","","1,181,664","35,378.8","Diagnostic cleared","ELD","0B43","1XKYD49X8GJ491411","12"
"08/26/2023","15:20:31","3mi WNW KS Emporia","1,181,663","35,379.1","Driving","ELD","16C4","1XKYD49X8GJ491411","12"
"08/26/2023","16:20:34","2mi ENE KS Ottawa","1,181,724","35,380.1","Intermediate log","ELD","16C5","1XKYD49X8GJ491411","12"
"08/26/2023","17:14:08","2mi SE KS Edwardsville","1,181,770","35,381","On-duty, not driving","Driver","16C6","1XKYD49X8GJ491411","12"
"08/26/2023","17:17:43","","","","Second certification","ELD","16C7","1XKYD49X8GJ491411","12"
"08/26/2023","17:19:40","","1,181,771","35,381.1","Diagnostic cleared","ELD","0B44","1XKYD49X8GJ491411","12"
"08/26/2023","17:19:40","2mi SE KS Edwardsville","1,181,771","35,381.1","Shut-down","ELD","16C8","1XKYD49X8GJ491411","12"
"08/26/2023","17:21:03","2mi SE KS Edwardsville","Missing power-up event","Missing power-up event","Off-duty","Driver","16C9","1XKYD49X8GJ491411","12"
"08/26/2023","17:35:34","","","","Third certification","ELD","16CA","1XKYD49X8GJ491411","12"
"08/27/2023","00:00:00","Not Available","Missing power-up event","Missing power-up event","On-duty, not driving (Inactive - Changed)","Driver","16CC","1XKYD49X8GJ491411","12"
"08/27/2023","00:00:00","4.6 mi W of Shawnee; KS (Manual)","Missing power-up event","Missing power-up event","Off-duty","Driver","16D9","1XKYD49X8GJ491411","12"
"08/27/2023","05:15:23","2mi SE KS Edwardsville","1,181,771","35,381.1","Power-up","ELD","16CB","1XKYD49X8GJ491411","12"
"08/27/2023","05:18:03","","1,181,771","35,381.1","Diagnostic logged","ELD","0B46","1XKYD49X8GJ491411","12"
"08/27/2023","05:18:09","","1,181,771","35,381.1","Diagnostic logged","ELD","0B45","1XKYD49X8GJ491411","12"
"08/27/2023","05:22:24","","1,181,771","35,381.1","Diagnostic cleared","ELD","0B47","1XKYD49X8GJ491411","12"
"08/27/2023","05:26:39","","","","First certification","ELD","16CD","1XKYD49X8GJ491411","12"
"08/27/2023","05:28:12","","","","Second certification","ELD","16CE","1XKYD49X8GJ491411","12"
"08/27/2023","05:29:58","2mi SE KS Edwardsville","1,181,771","35,381.3","Driving","ELD","16CF","1XKYD49X8GJ491411","12"
"08/27/2023","05:30:34","2mi SE KS Edwardsville","1,181,771","35,381.4","Off-duty","Driver","16D0","1XKYD49X8GJ491411","12"
"08/27/2023","05:32:13","2mi SE KS Edwardsville","1,181,771","35,381.4","Driving","ELD","16D1","1XKYD49X8GJ491411","12"
"08/27/2023","05:32:39","2mi SE KS Edwardsville","1,181,771","35,381.4","Off-duty","Driver","16D2","1XKYD49X8GJ491411","12"
"08/27/2023","05:33:34","2mi SE KS Edwardsville","1,181,771","35,381.4","Driving","ELD","16D3","1XKYD49X8GJ491411","12"
"08/27/2023","05:33:47","2mi SE KS Edwardsville","1,181,771","35,381.4","Off-duty","Driver","16D4","1XKYD49X8GJ491411","12"
"08/27/2023","05:35:10","","1,181,771","35,381.4","Diagnostic cleared","ELD","0B48","1XKYD49X8GJ491411","12"
"08/27/2023","05:35:10","2mi SE KS Edwardsville","1,181,771","35,381.4","Shut-down","ELD","16D5","1XKYD49X8GJ491411","12"
"08/27/2023","05:49:50","","","","Third certification","ELD","16D6","1XKYD49X8GJ491411","12"
"08/27/2023","05:50:55","2mi SE KS Edwardsville","1,181,772","35,381.6","Power-up","ELD","16D7","1XKYD49X8GJ491411","12"
"08/27/2023","05:53:02","","1,181,772","35,381.6","Diagnostic logged","ELD","0B49","1XKYD49X8GJ491411","12"
"08/27/2023","05:53:15","","1,181,772","35,381.6","Diagnostic logged","ELD","0B4A","1XKYD49X8GJ491411","12"
"08/27/2023","05:55:46","","1,181,772","35,381.6","Diagnostic cleared","ELD","0B4B","1XKYD49X8GJ491411","12"
"08/27/2023","05:56:56","","1,181,772","35,381.8","Diagnostic cleared","ELD","0B4C","1XKYD49X8GJ491411","12"
"08/27/2023","05:56:56","2mi SE KS Edwardsville","1,181,772","35,381.8","Shut-down","ELD","16D8","1XKYD49X8GJ491411","12"
"08/27/2023","07:39:36","","","","Fourth certification","ELD","16DA","1XKYD49X8GJ491411","12"
"08/27/2023","07:41:51","","","","Fourth certification","ELD","16DD","1XKYD49X8GJ491411","12"
"08/27/2023","08:28:56","","0","0","Logout","ELD","0168","",""
"08/27/2023","08:28:56","","0","0","Login","ELD","0169","",""
"08/27/2023","08:30:52","","","","Fifth certification","ELD","016C","1XKYD49X8GJ491411","12"
"08/27/2023","08:31:21","","","","Fourth certification","ELD","016E","1XKYD49X8GJ491411","12"
"08/27/2023","08:31:58","","0","0","Logout","ELD","16DE","",""
"08/27/2023","08:31:58","","0","0","Login","ELD","16DF","",""
"08/27/2023","08:35:42","2mi SE KS Edwardsville","1,181,772","35,381.8","Power-up","ELD","16E0","1XKYD49X8GJ491411","12"
"08/27/2023","08:42:36","2mi SE KS Edwardsville","1,181,772","35,381.9","Driving","ELD","16E1","1XKYD49X8GJ491411","12"
"08/27/2023","09:42:36","4mi E MO Turney","1,181,832","35,382.9","Intermediate log","ELD","16E2","1XKYD49X8GJ491411","12"
"08/27/2023","09:52:03","1mi SE MO Cameron","1,181,840","35,383.1","On-duty, not driving (Inactive - Changed)","Driver","16E3","1XKYD49X8GJ491411","12"
"08/27/2023","09:52:03","1mi SE MO Cameron","1,181,840","35,383.1","On-duty, not driving (Inactive - Changed)","ELD","16E3","1XKYD49X8GJ491411","12"
"08/27/2023","09:52:03","1mi SE MO Cameron","1,181,840","35,383.1","Off-duty","Driver","16F5","1XKYD49X8GJ491411","12"
"08/27/2023","10:00:06","","1,181,840","35,383","Diagnostic logged","ELD","0B4D","1XKYD49X8GJ491411","12"
"08/27/2023","10:11:52","","1,181,840","35,383","Diagnostic cleared","ELD","0B4E","1XKYD49X8GJ491411","12"
"08/27/2023","10:12:26","","1,181,840","35,383","Diagnostic logged","ELD","0B4F","1XKYD49X8GJ491411","12"
"08/27/2023","10:12:47","","1,181,840","35,383","Diagnostic cleared","ELD","0B50","1XKYD49X8GJ491411","12"
"08/27/2023","10:13:34","1mi SE MO Cameron","1,181,840","35,383.4","Driving","ELD","16E4","1XKYD49X8GJ491411","12"
"08/27/2023","11:13:36","2mi E IA Lamoni","1,181,907","35,384.4","Intermediate log","ELD","16E5","1XKYD49X8GJ491411","12"
"08/27/2023","11:38:26","1mi WSW IA Osceola","1,181,935","35,384.8","On-duty, not driving (Inactive - Changed)","ELD","16E6","1XKYD49X8GJ491411","12"
"08/27/2023","11:38:26","1mi WSW IA Osceola","1,181,935","35,384.8","Off-duty","Driver","16F4","1XKYD49X8GJ491411","12"
"08/27/2023","11:39:25","","1,181,935","35,384.8","Diagnostic logged","ELD","0B51","1XKYD49X8GJ491411","12"
"08/27/2023","11:45:21","","1,181,935","35,384.8","Diagnostic cleared","ELD","0B52","1XKYD49X8GJ491411","12"
"08/27/2023","11:46:06","1mi WSW IA Osceola","1,181,935","35,385","Driving","ELD","16E7","1XKYD49X8GJ491411","12"
"08/27/2023","12:46:08","2mi NW IA Mitchellville","1,182,001","35,386","Intermediate log","ELD","16E8","1XKYD49X8GJ491411","12"
"08/27/2023","13:06:31","2mi ESE IA Newton","1,182,022","35,386.3","Off-duty","Driver","16E9","1XKYD49X8GJ491411","12"
"08/27/2023","13:10:54","","","","Fifth certification","ELD","16EA","1XKYD49X8GJ491411","12"
"08/27/2023","13:13:00","2mi ESE IA Newton","1,182,022","35,386.4","Driving","ELD","16EB","1XKYD49X8GJ491411","12"
"08/27/2023","13:15:45","2mi ESE IA Newton","1,182,022","35,386.5","Off-duty","Driver","16EC","1XKYD49X8GJ491411","12"
"08/27/2023","13:27:38","","1,182,022","35,386.4","Diagnostic logged","ELD","0B54","1XKYD49X8GJ491411","12"
"08/27/2023","13:27:52","","1,182,022","35,386.4","Diagnostic logged","ELD","0B53","1XKYD49X8GJ491411","12"
"08/27/2023","13:31:56","","","","Sixth certification","ELD","16ED","1XKYD49X8GJ491411","12"
"08/27/2023","13:44:36","","1,182,022","35,386.4","Diagnostic cleared","ELD","0B55","1XKYD49X8GJ491411","12"
"08/27/2023","13:49:29","2mi ESE IA Newton","1,182,022","35,387","Driving","ELD","16EE","1XKYD49X8GJ491411","12"
"08/27/2023","14:49:32","3mi SW IA Oxford","1,182,085","35,388","Intermediate log","ELD","16EF","1XKYD49X8GJ491411","12"
"08/27/2023","15:49:32","3mi NW IA Bettendorf","1,182,154","35,389","Intermediate log","ELD","16F0","1XKYD49X8GJ491411","12"
"08/27/2023","16:49:32","2mi SE IL Dixon","1,182,223","35,390","Intermediate log","ELD","16F1","1XKYD49X8GJ491411","12"
"08/27/2023","17:49:29","2mi E WI Beloit","1,182,291","35,391","Intermediate log","ELD","16F2","1XKYD49X8GJ491411","12"
"08/27/2023","18:15:29","2mi SW WI Elkhorn","1,182,318","35,391.5","On-duty, not driving","Driver","16F3","1XKYD49X8GJ491411","12"
"08/27/2023","18:23:29","2mi SW WI Elkhorn","1,182,318","35,391.6","Off-duty","Driver","16F6","1XKYD49X8GJ491411","12"
"08/27/2023","18:25:47","","1,182,318","35,391.6","Diagnostic cleared","ELD","0B56","1XKYD49X8GJ491411","12"
"08/27/2023","18:25:47","2mi SW WI Elkhorn","1,182,318","35,391.6","Shut-down","ELD","16F7","1XKYD49X8GJ491411","12"
"08/28/2023","01:32:17","","","","Seventh certification","ELD","16F8","1XKYD49X8GJ491411","12"
"08/28/2023","03:57:22","","","","First certification","ELD","16F9","1XKYD49X8GJ491411","12"
"08/28/2023","04:19:28","2mi SW WI Elkhorn","1,182,318","35,391.6","Power-up","ELD","16FA","1XKYD49X8GJ491411","12"
"08/28/2023","04:20:46","","1,182,318","35,391.6","Diagnostic logged","ELD","0B57","1XKYD49X8GJ491411","12"
"08/28/2023","04:31:51","","1,182,318","35,391.6","Diagnostic cleared","ELD","0B58","1XKYD49X8GJ491411","12"
"08/28/2023","04:35:53","2mi SW WI Elkhorn","1,182,318","35,391.9","Driving","ELD","16FB","1XKYD49X8GJ491411","12"
"08/28/2023","04:37:04","2mi SW WI Elkhorn","1,182,318","35,391.9","On-duty, not driving","Driver","16FC","1XKYD49X8GJ491411","12"
"08/28/2023","04:43:19","2mi SW WI Elkhorn","1,182,318","35,392","Driving","ELD","16FD","1XKYD49X8GJ491411","12"
"08/28/2023","05:32:34","5mi WSW WI Somers","1,182,352","35,392.8","On-duty, not driving","ELD","16FE","1XKYD49X8GJ491411","12"
"08/28/2023","05:45:19","5mi WSW WI Somers","1,182,352","35,393","Driving","ELD","16FF","1XKYD49X8GJ491411","12"
"08/28/2023","05:46:12","5mi WSW WI Somers","1,182,353","35,393","On-duty, not driving","ELD","1700","1XKYD49X8GJ491411","12"
"08/28/2023","05:59:15","5mi WSW WI Somers","1,182,353","35,393.3","Driving","ELD","1701","1XKYD49X8GJ491411","12"
"08/28/2023","05:59:56","5mi WSW WI Somers","1,182,353","35,393.3","Off-duty","Driver","1702","1XKYD49X8GJ491411","12"
"08/28/2023","06:03:27","5mi WSW WI Somers","1,182,353","35,393.3","Shut-down","ELD","1703","1XKYD49X8GJ491411","12"
"08/28/2023","09:19:45","5mi WSW WI Somers","1,182,353","35,393.3","Power-up","ELD","1704","1XKYD49X8GJ491411","12"
"08/28/2023","09:25:59","","1,182,353","35,393.3","Diagnostic logged","ELD","0B59","1XKYD49X8GJ491411","12"
