"Date","Time","Location","Odometer","Eng Hours","Event Type/Status","Origin","Sequence #","VIN","Power Unit"
"07/31/2023","18:40:20","1mi NW CO Eads","1,167,998","35,061.4","Power-up","ELD","1326","1XKYD49X8GJ491411","12"
"07/31/2023","23:51:17","TX Stratford","1,168,210","35,066.6","Off-duty","Driver","1338","1XKYD49X8GJ491411","12"
"08/01/2023","00:12:04","","1,168,210","35,066.5","Diagnostic cleared","ELD","0999","1XKYD49X8GJ491411","12"
"08/01/2023","00:14:53","","","","Third certification","ELD","1339","1XKYD49X8GJ491411","12"
"08/01/2023","00:15:22","","","","First certification","ELD","133A","1XKYD49X8GJ491411","12"
"08/01/2023","00:22:47","TX Stratford","1,168,210","35,067.1","Driving","ELD","133B","1XKYD49X8GJ491411","12"
"08/01/2023","01:22:50","1mi SW OK Hooker","1,168,270","35,068.1","Intermediate log","ELD","133C","1XKYD49X8GJ491411","12"
"08/01/2023","01:32:43","3mi NE OK Hooker","1,168,275","35,068.3","Off-duty","Driver","133E","1XKYD49X8GJ491411","12"
"08/01/2023","01:33:02","3mi NE OK Hooker","1,168,275","35,068.2","Shut-down","ELD","133D","1XKYD49X8GJ491411","12"
"08/01/2023","03:55:37","3mi NE OK Hooker","1,168,275","35,068.2","Power-up","ELD","133F","1XKYD49X8GJ491411","12"
"08/01/2023","04:01:07","3mi NE OK Hooker","1,168,275","35,068.3","Driving","ELD","1340","1XKYD49X8GJ491411","12"
"08/01/2023","04:17:44","1mi WSW KS Liberal","1,168,291","35,068.6","On-duty, not driving","ELD","1341","1XKYD49X8GJ491411","12"
"08/01/2023","04:18:37","","1,168,275","35,068.3","Diagnostic logged","ELD","099A","1XKYD49X8GJ491411","12"
"08/01/2023","04:25:46","","1,168,275","35,068.3","Diagnostic cleared","ELD","099B","1XKYD49X8GJ491411","12"
"08/01/2023","04:27:07","1mi WSW KS Liberal","1,168,291","35,068.7","Driving","ELD","1342","1XKYD49X8GJ491411","12"
"08/01/2023","04:41:25","1mi E KS Liberal","1,168,294","35,069","On-duty, not driving (Inactive - Changed)","ELD","1343","1XKYD49X8GJ491411","12"
"08/01/2023","04:41:25","1mi E KS Liberal","1,168,294","35,069","Off-duty","Driver","135C","1XKYD49X8GJ491411","12"
"08/01/2023","04:41:50","","1,168,295","35,069","Diagnostic logged","ELD","099C","1XKYD49X8GJ491411","12"
"08/01/2023","04:47:47","","1,168,295","35,069","Diagnostic cleared","ELD","099D","1XKYD49X8GJ491411","12"
"08/01/2023","04:48:49","","1,168,295","35,069","Diagnostic logged","ELD","099E","1XKYD49X8GJ491411","12"
"08/01/2023","04:49:28","","1,168,295","35,069","Diagnostic cleared","ELD","099F","1XKYD49X8GJ491411","12"
"08/01/2023","04:49:42","1mi E KS Liberal","1,168,294","35,069.1","Driving","ELD","1344","1XKYD49X8GJ491411","12"
"08/01/2023","05:49:45","1mi NE KS Minneola","1,168,355","35,070.1","Intermediate log","ELD","1345","1XKYD49X8GJ491411","12"
"08/01/2023","06:49:42","4mi E KS Cullison","1,168,422","35,071.1","Intermediate log","ELD","1346","1XKYD49X8GJ491411","12"
"08/01/2023","07:49:43","3mi SE KS Hutchinson","1,168,485","35,072.1","Intermediate log","ELD","1347","1XKYD49X8GJ491411","12"
"08/01/2023","08:49:42","1mi NNW KS Cedar Point","1,168,549","35,073.1","Intermediate log","ELD","1348","1XKYD49X8GJ491411","12"
"08/01/2023","09:49:26","4mi SSE KS Olivet","1,168,615","35,074.1","Sleeper Berth","Driver","134A","1XKYD49X8GJ491411","12"
"08/01/2023","09:49:45","4mi SSE KS Olivet","1,168,615","35,074.1","Intermediate log","ELD","1349","1XKYD49X8GJ491411","12"
"08/01/2023","09:56:08","4mi SSE KS Olivet","1,168,615","35,074.2","Shut-down","ELD","134B","1XKYD49X8GJ491411","12"
"08/01/2023","12:32:04","4mi SSE KS Olivet","1,168,615","35,074.2","Power-up","ELD","04B8","1XKYD49X8GJ491411","12"
"08/01/2023","12:32:04","","1,168,615","35,074.2","Diagnostic logged","ELD","04B9","1XKYD49X8GJ491411","12"
"08/01/2023","15:17:20","","1,168,615","35,074.2","Diagnostic cleared","ELD","04BA","1XKYD49X8GJ491411","12"
"08/01/2023","15:18:46","","","","Second certification","ELD","134C","1XKYD49X8GJ491411","12"
"08/01/2023","15:55:28","4mi SSE KS Olivet","1,168,615","35,077.6","Shut-down","ELD","134D","1XKYD49X8GJ491411","12"
"08/01/2023","19:47:23","4mi SSE KS Olivet","1,168,615","35,077.6","Power-up","ELD","134E","1XKYD49X8GJ491411","12"
"08/01/2023","19:53:44","4mi SSE KS Olivet","1,168,615","35,077.7","On-duty, not driving","Driver","134F","1XKYD49X8GJ491411","12"
"08/01/2023","19:56:17","","1,168,615","35,077.6","Diagnostic logged","ELD","09A0","1XKYD49X8GJ491411","12"
"08/01/2023","19:56:23","","1,168,615","35,077.6","Diagnostic cleared","ELD","09A1","1XKYD49X8GJ491411","12"
"08/01/2023","20:03:51","4mi SSE KS Olivet","1,168,615","35,077.9","Driving","ELD","1350","1XKYD49X8GJ491411","12"
"08/01/2023","21:03:51","4mi NNW KS Overland Park","1,168,684","35,078.9","Intermediate log","ELD","1351","1XKYD49X8GJ491411","12"
"08/01/2023","21:54:34","1mi NW MO Bates City","1,168,727","35,079.7","On-duty, not driving (Inactive - Changed)","ELD","1352","1XKYD49X8GJ491411","12"
"08/01/2023","21:54:34","1mi NW MO Bates City","1,168,727","35,079.7","Off-duty","Driver","135B","1XKYD49X8GJ491411","12"
"08/01/2023","22:05:49","","1,168,727","35,079.7","Diagnostic logged","ELD","09A3","1XKYD49X8GJ491411","12"
"08/01/2023","22:05:53","","1,168,727","35,079.7","Diagnostic logged","ELD","09A2","1XKYD49X8GJ491411","12"
"08/01/2023","22:10:34","","1,168,727","35,079.7","Diagnostic cleared","ELD","09A4","1XKYD49X8GJ491411","12"
"08/01/2023","22:12:24","1mi NW MO Bates City","1,168,727","35,080","Driving","ELD","1353","1XKYD49X8GJ491411","12"
"08/01/2023","23:12:26","6mi NNE MO Pilot Grove","1,168,794","35,081","Intermediate log","ELD","1354","1XKYD49X8GJ491411","12"
"08/02/2023","00:12:26","6mi W MO Danville","1,168,862","35,082","Intermediate log","ELD","1355","1XKYD49X8GJ491411","12"
"08/02/2023","01:12:26","2mi ENE MO St. Peters","1,168,922","35,083","Intermediate log","ELD","1356","1XKYD49X8GJ491411","12"
"08/02/2023","02:12:26","4mi WSW IL Greenville","1,168,987","35,084","Intermediate log","ELD","1357","1XKYD49X8GJ491411","12"
"08/02/2023","03:12:26","4mi W IL Jewett","1,169,056","35,085","Intermediate log","ELD","1358","1XKYD49X8GJ491411","12"
"08/02/2023","03:23:19","1mi NE IL Greenup","1,169,066","35,085.2","Off-duty","Driver","1359","1XKYD49X8GJ491411","12"
"08/02/2023","03:24:20","","","","Third certification","ELD","135A","1XKYD49X8GJ491411","12"
"08/02/2023","03:27:07","","","","Fourth certification","ELD","135D","1XKYD49X8GJ491411","12"
"08/02/2023","03:45:47","","1,169,066","35,085.2","Diagnostic cleared","ELD","09A5","1XKYD49X8GJ491411","12"
"08/02/2023","03:46:26","","","","First certification","ELD","135E","1XKYD49X8GJ491411","12"
"08/02/2023","03:56:17","1mi NE IL Greenup","1,169,066","35,085.7","Driving","ELD","135F","1XKYD49X8GJ491411","12"
"08/02/2023","04:50:06","3mi SE IN Staunton","1,169,126","35,086.6","On-duty, not driving","ELD","1361","1XKYD49X8GJ491411","12"
"08/02/2023","04:50:16","3mi SE IN Staunton","1,169,126","35,086.7","Shut-down","ELD","1360","1XKYD49X8GJ491411","12"
"08/02/2023","05:54:02","3mi SE IN Staunton","1,169,126","35,086.7","Power-up","ELD","1362","1XKYD49X8GJ491411","12"
"08/02/2023","05:59:08","3mi SE IN Staunton","1,169,126","35,086.8","Driving","ELD","1363","1XKYD49X8GJ491411","12"
"08/02/2023","06:59:11","3mi ENE IN Beech Grove","1,169,190","35,087.8","Intermediate log","ELD","1364","1XKYD49X8GJ491411","12"
"08/02/2023","07:59:08","1mi SW IN St. Leon","1,169,260","35,088.8","Intermediate log","ELD","1365","1XKYD49X8GJ491411","12"
"08/02/2023","08:16:40","1mi W OH Miamitown","1,169,275","35,089.1","On-duty, not driving","ELD","1366","1XKYD49X8GJ491411","12"
"08/02/2023","08:25:48","1mi W OH Miamitown","1,169,276","35,089.2","Driving","ELD","1367","1XKYD49X8GJ491411","12"
"08/02/2023","09:08:50","1mi WNW OH Kings Mills","1,169,307","35,089.9","Off-duty","Driver","1368","1XKYD49X8GJ491411","12"
"08/02/2023","09:09:13","1mi WNW OH Kings Mills","1,169,308","35,089.9","Shut-down","ELD","1369","1XKYD49X8GJ491411","12"
"08/03/2023","02:30:10","3mi ESE OH Lebanon","1,169,329","35,092.8","Power-up","ELD","04BB","1XKYD49X8GJ491411","12"
"08/03/2023","02:30:31","","","","Second certification","ELD","136A","1XKYD49X8GJ491411","12"
"08/03/2023","02:30:41","3mi ESE OH Lebanon","1,169,329","35,092.8","On-duty, not driving","Driver","136B","1XKYD49X8GJ491411","12"
"08/03/2023","02:38:39","3mi ESE OH Lebanon","1,169,329","35,093","Driving","ELD","136C","1XKYD49X8GJ491411","12"
"08/03/2023","03:24:07","2mi WNW OH Oakwood","1,169,363","35,093.7","On-duty, not driving (Inactive - Changed)","ELD","136D","1XKYD49X8GJ491411","12"
"08/03/2023","03:24:07","2mi WNW OH Oakwood","1,169,363","35,093.7","Off-duty","Driver","1382","1XKYD49X8GJ491411","12"
"08/03/2023","03:31:42","","1,169,363","35,093.7","Diagnostic logged","ELD","09A6","1XKYD49X8GJ491411","12"
"08/03/2023","03:31:51","","1,169,363","35,093.7","Diagnostic logged","ELD","09A7","1XKYD49X8GJ491411","12"
"08/03/2023","03:39:23","","1,169,363","35,093.7","Diagnostic cleared","ELD","09A8","1XKYD49X8GJ491411","12"
"08/03/2023","03:43:00","","1,169,363","35,093.7","Diagnostic cleared","ELD","09A9","1XKYD49X8GJ491411","12"
"08/03/2023","03:43:35","2mi WNW OH Oakwood","1,169,363","35,094.1","Driving","ELD","136E","1XKYD49X8GJ491411","12"
"08/03/2023","04:43:38","1mi E OH Fort Shawnee","1,169,432","35,095.1","Intermediate log","ELD","136F","1XKYD49X8GJ491411","12"
"08/03/2023","05:43:38","2mi ENE OH Perrysburg","1,169,506","35,096","Intermediate log","ELD","1370","1XKYD49X8GJ491411","12"
"08/03/2023","06:23:04","3mi NW MI Woodland Beach","1,169,542","35,096.7","On-duty, not driving (Inactive - Changed)","ELD","1371","1XKYD49X8GJ491411","12"
"08/03/2023","06:23:04","3mi NW MI Woodland Beach","1,169,542","35,096.7","Off-duty","Driver","1381","1XKYD49X8GJ491411","12"
"08/03/2023","06:26:38","","1,169,543","35,096.7","Diagnostic logged","ELD","09AA","1XKYD49X8GJ491411","12"
"08/03/2023","06:32:58","","1,169,543","35,096.7","Diagnostic cleared","ELD","09AB","1XKYD49X8GJ491411","12"
"08/03/2023","06:36:49","3mi NW MI Woodland Beach","1,169,543","35,096.9","Driving (Inactive - Changed, Unidentified)","ELD","1373","1XKYD49X8GJ491411","12"
"08/03/2023","06:36:49","3mi NW MI Woodland Beach","1,169,543","35,096.9","On-duty, not driving (Inactive - Changed)","Unidentified","137B","1XKYD49X8GJ491411","12"
"08/03/2023","06:36:49","4mi WNW MI Estral Beach","1,169,543","35,096.9","YM (Inactive - Changed)","Unidentified","137C","1XKYD49X8GJ491411","12"
"08/03/2023","06:36:49","4mi WNW MI Estral Beach","1,169,543","35,096.9","PC","Driver","1393","1XKYD49X8GJ491411","12"
"08/03/2023","06:36:49","3mi NW MI Woodland Beach","1,169,543","35,096.9","Off-duty","Driver","1395","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi SW MI Hamtramck","1,169,579","35,097.7","On-duty, not driving (Inactive - Changed, Unidentified)","ELD","1374","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi W MI Highland Park","1,169,579","35,097.7","PC/YM Cleared (Inactive - Changed)","Unidentified","137D","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi SW MI Hamtramck","1,169,579","35,097.7","On-duty, not driving (Inactive - Changed)","Driver","137E","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi SW MI Hamtramck","1,169,579","35,097.7","On-duty, not driving (Inactive - Changed)","Unidentified","137E","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi W MI Highland Park","1,169,579","35,097.7","PC/YM Cleared","Driver","1394","1XKYD49X8GJ491411","12"
"08/03/2023","07:22:41","1mi SW MI Hamtramck","1,169,579","35,097.7","Off-duty","Driver","1396","1XKYD49X8GJ491411","12"
"08/03/2023","07:23:48","1mi SW MI Hamtramck","1,169,579","35,097.7","Shut-down","ELD","1372","1XKYD49X8GJ491411","12"
"08/03/2023","07:43:05","1mi SW MI Hamtramck","1,169,579","35,097.7","Power-up","ELD","1375","1XKYD49X8GJ491411","12"
"08/03/2023","08:22:39","1mi SW MI Hamtramck","1,169,579","35,098.4","Driving","ELD","1376","1XKYD49X8GJ491411","12"
"08/03/2023","09:22:41","1mi N MI West Monroe","1,169,626","35,099.4","Intermediate log","ELD","1377","1XKYD49X8GJ491411","12"
"08/03/2023","09:55:47","1mi NNW MI Deerfield","1,169,649","35,099.9","On-duty, not driving (Inactive - Changed)","ELD","1378","1XKYD49X8GJ491411","12"
"08/03/2023","09:55:47","1mi NNW MI Deerfield","1,169,649","35,099.9","Off-duty","Driver","1380","1XKYD49X8GJ491411","12"
"08/03/2023","09:57:18","","1,169,650","35,099.9","Diagnostic logged","ELD","09AC","1XKYD49X8GJ491411","12"
"08/03/2023","10:08:15","","1,169,650","35,099.9","Diagnostic cleared","ELD","09AD","1XKYD49X8GJ491411","12"
"08/03/2023","10:08:57","","1,169,650","35,099.9","Diagnostic logged","ELD","09AE","1XKYD49X8GJ491411","12"
"08/03/2023","10:09:59","","1,169,650","35,099.9","Diagnostic cleared","ELD","09AF","1XKYD49X8GJ491411","12"
"08/03/2023","10:10:37","","1,169,650","35,099.9","Diagnostic logged","ELD","09B0","1XKYD49X8GJ491411","12"
"08/03/2023","10:12:29","","1,169,650","35,099.9","Diagnostic cleared","ELD","09B1","1XKYD49X8GJ491411","12"
"08/03/2023","10:14:46","","1,169,650","35,099.9","Diagnostic logged","ELD","09B2","1XKYD49X8GJ491411","12"
"08/03/2023","10:15:57","Not Available","1,169,649","35,100.2","Off-duty (Inactive - Changed)","Driver","1379","1XKYD49X8GJ491411","12"
"08/03/2023","10:16:02","","","","First certification","ELD","137A","1XKYD49X8GJ491411","12"
"08/03/2023","10:16:21","","","","Second certification","ELD","137F","1XKYD49X8GJ491411","12"
"08/03/2023","10:17:49","","1,169,650","35,099.9","Diagnostic cleared","ELD","09B3","1XKYD49X8GJ491411","12"
"08/03/2023","10:18:06","","1,169,650","35,099.9","Diagnostic logged","ELD","09B4","1XKYD49X8GJ491411","12"
"08/03/2023","10:18:13","","1,169,650","35,099.9","Diagnostic logged","ELD","09B5","1XKYD49X8GJ491411","12"
"08/03/2023","10:19:29","","1,169,650","35,099.9","Diagnostic cleared","ELD","09B6","1XKYD49X8GJ491411","12"
"08/03/2023","10:23:26","","","","Third certification","ELD","1383","1XKYD49X8GJ491411","12"
"08/03/2023","10:24:09","","","","Fourth certification","ELD","1384","1XKYD49X8GJ491411","12"
"08/03/2023","10:35:01","","1,169,650","35,100.6","Diagnostic cleared","ELD","09B7","1XKYD49X8GJ491411","12"
"08/03/2023","10:35:01","1mi NNW MI Deerfield","1,169,650","35,100.6","Shut-down","ELD","1385","1XKYD49X8GJ491411","12"
"08/03/2023","12:31:20","1mi NNW MI Deerfield","1,169,650","35,100.6","Power-up","ELD","1386","1XKYD49X8GJ491411","12"
"08/03/2023","12:31:57","","1,169,650","35,100.6","Diagnostic logged","ELD","09B8","1XKYD49X8GJ491411","12"
"08/03/2023","12:33:47","","1,169,650","35,100.6","Diagnostic cleared","ELD","09B9","1XKYD49X8GJ491411","12"
"08/03/2023","12:43:18","","1,169,650","35,100.6","Diagnostic logged","ELD","09BA","1XKYD49X8GJ491411","12"
"08/03/2023","12:44:39","","1,169,650","35,100.6","Diagnostic cleared","ELD","09BB","1XKYD49X8GJ491411","12"
"08/03/2023","12:44:51","","1,169,650","35,100.6","Diagnostic logged","ELD","09BC","1XKYD49X8GJ491411","12"
"08/03/2023","12:48:09","","1,169,650","35,100.6","Diagnostic cleared","ELD","09BD","1XKYD49X8GJ491411","12"
"08/03/2023","12:48:55","","1,169,650","35,100.6","Diagnostic logged","ELD","09BE","1XKYD49X8GJ491411","12"
"08/03/2023","12:49:26","","1,169,650","35,100.6","Diagnostic cleared","ELD","09BF","1XKYD49X8GJ491411","12"
"08/03/2023","12:50:14","","1,169,650","35,100.6","Diagnostic logged","ELD","09C0","1XKYD49X8GJ491411","12"
"08/03/2023","12:51:12","","1,169,650","35,100.6","Diagnostic cleared","ELD","09C1","1XKYD49X8GJ491411","12"
"08/03/2023","13:00:12","1mi NNW MI Deerfield","1,169,650","35,101.1","Shut-down","ELD","1387","1XKYD49X8GJ491411","12"
"08/03/2023","14:03:22","1mi NNW MI Deerfield","1,169,650","35,101.1","Power-up","ELD","1388","1XKYD49X8GJ491411","12"
"08/03/2023","14:59:10","","1,169,650","35,101.1","Diagnostic logged","ELD","09C3","1XKYD49X8GJ491411","12"
"08/03/2023","14:59:16","","1,169,650","35,101.1","Diagnostic logged","ELD","09C2","1XKYD49X8GJ491411","12"
"08/03/2023","15:01:47","","1,169,650","35,101.1","Diagnostic cleared","ELD","09C4","1XKYD49X8GJ491411","12"
"08/03/2023","15:05:17","1mi NNW MI Deerfield","1,169,650","35,102.1","Driving","ELD","1389","1XKYD49X8GJ491411","12"
"08/03/2023","15:12:49","","1,169,650","35,102.1","Diagnostic cleared","ELD","09C5","1XKYD49X8GJ491411","12"
"08/03/2023","15:14:30","","1,169,650","35,102.1","Diagnostic logged","ELD","09C6","1XKYD49X8GJ491411","12"
"08/03/2023","15:14:49","","1,169,650","35,102.1","Diagnostic cleared","ELD","09C7","1XKYD49X8GJ491411","12"
"08/03/2023","16:05:19","1mi SW MI Napoleon","1,169,686","35,103.1","Intermediate log","ELD","138A","1XKYD49X8GJ491411","12"
"08/03/2023","16:58:14","2mi NE MI Marshall","1,169,731","35,104","On-duty, not driving (Inactive - Changed)","ELD","138B","1XKYD49X8GJ491411","12"
"08/03/2023","16:58:14","2mi NE MI Marshall","1,169,731","35,104","Off-duty","Driver","1392","1XKYD49X8GJ491411","12"
"08/03/2023","17:01:13","","1,169,732","35,104","Diagnostic logged","ELD","09C8","1XKYD49X8GJ491411","12"
"08/03/2023","17:06:52","","1,169,732","35,104","Diagnostic cleared","ELD","09C9","1XKYD49X8GJ491411","12"
"08/03/2023","17:08:01","","1,169,732","35,104","Diagnostic logged","ELD","09CA","1XKYD49X8GJ491411","12"
"08/03/2023","17:08:28","","1,169,732","35,104","Diagnostic cleared","ELD","09CB","1XKYD49X8GJ491411","12"
"08/03/2023","17:12:59","2mi NE MI Marshall","1,169,731","35,104.3","Driving","ELD","138C","1XKYD49X8GJ491411","12"
"08/03/2023","18:13:01","1mi W MI Paw Paw","1,169,785","35,105.3","Intermediate log","ELD","138D","1XKYD49X8GJ491411","12"
"08/03/2023","19:13:01","2mi E IN Trail Creek","1,169,851","35,106.3","Intermediate log","ELD","138E","1XKYD49X8GJ491411","12"
"08/03/2023","20:13:02","3mi NE IL New Lenox","1,169,913","35,107.3","Intermediate log","ELD","138F","1XKYD49X8GJ491411","12"
"08/03/2023","20:42:45","4mi NE IL Morris","1,169,939","35,107.8","On-duty, not driving","ELD","1390","1XKYD49X8GJ491411","12"
"08/03/2023","20:54:45","","","","Fifth certification","ELD","1391","1XKYD49X8GJ491411","12"
"08/03/2023","20:57:45","4mi NE IL Morris","1,169,939","35,108","Driving","ELD","1397","1XKYD49X8GJ491411","12"
"08/03/2023","21:36:22","1mi N IL North Utica","1,169,976","35,108.6","Off-duty","Driver","1398","1XKYD49X8GJ491411","12"
"08/03/2023","21:45:24","1mi N IL North Utica","1,169,975","35,108.8","On-duty, not driving","Driver","1399","1XKYD49X8GJ491411","12"
"08/03/2023","21:46:09","1mi N IL North Utica","1,169,976","35,108.8","Driving","ELD","139A","1XKYD49X8GJ491411","12"
"08/03/2023","21:46:24","1mi N IL North Utica","1,169,976","35,108.8","Off-duty","Driver","139B","1XKYD49X8GJ491411","12"
"08/03/2023","21:46:24","1mi N IL North Utica","1,169,976","35,108.8","Off-duty (Inactive - Changed)","Driver","139B","1XKYD49X8GJ491411","12"
"08/03/2023","21:53:35","3mi N IL North Utica","1,169,976","35,108.9","PC","Driver","139C","1XKYD49X8GJ491411","12"
"08/03/2023","21:53:35","1mi N IL North Utica","1,169,976","35,108.9","Off-duty","ELD","139D","1XKYD49X8GJ491411","12"
"08/03/2023","22:53:37","4mi SW IL Geneseo","1,170,040","35,109.9","Intermediate log","ELD","139E","1XKYD49X8GJ491411","12"
"08/03/2023","23:53:35","3mi NE IA West Branch","1,170,106","35,110.9","Intermediate log","ELD","139F","1XKYD49X8GJ491411","12"
"08/04/2023","00:53:38","3mi E IA Malcom","1,170,173","35,111.9","Intermediate log","ELD","13A0","1XKYD49X8GJ491411","12"
"08/04/2023","01:18:32","2mi ENE IA Newton","1,170,198","35,112.4","PC/YM Cleared","Driver","13A1","1XKYD49X8GJ491411","12"
"08/04/2023","01:18:32","2mi ESE IA Newton","1,170,198","35,112.4","Off-duty","ELD","13A2","1XKYD49X8GJ491411","12"
"08/04/2023","01:28:09","","","","First certification","ELD","13A3","1XKYD49X8GJ491411","12"
"08/04/2023","01:28:09","","","","Sixth certification","ELD","13A4","1XKYD49X8GJ491411","12"
"08/04/2023","01:28:51","2mi ESE IA Newton","1,170,198","35,112.5","Sleeper Berth","Driver","13A5","1XKYD49X8GJ491411","12"
"08/04/2023","01:29:18","","","","Second certification","ELD","13A6","1XKYD49X8GJ491411","12"
"08/04/2023","01:32:53","2mi ESE IA Newton","1,170,199","35,112.6","Shut-down","ELD","13A7","1XKYD49X8GJ491411","12"
"08/04/2023","10:45:24","2mi ESE IA Newton","1,170,199","35,112.6","Power-up","ELD","13A8","1XKYD49X8GJ491411","12"
"08/04/2023","10:53:14","2mi ESE IA Newton","1,170,199","35,112.7","Shut-down","ELD","13A9","1XKYD49X8GJ491411","12"
"08/04/2023","15:04:06","2mi ESE IA Newton","1,170,276","35,116.3","Power-up","ELD","04BC","1XKYD49X8GJ491411","12"
"08/04/2023","15:05:13","2mi ESE IA Newton","1,170,276","35,116.4","On-duty, not driving","Driver","13AA","1XKYD49X8GJ491411","12"
"08/04/2023","15:05:36","","","","Seventh certification","ELD","13AB","1XKYD49X8GJ491411","12"
"08/04/2023","15:07:47","","1,170,276","35,116.3","Diagnostic logged","ELD","09CC","1XKYD49X8GJ491411","12"
"08/04/2023","15:07:58","","1,170,276","35,116.3","Diagnostic logged","ELD","09CD","1XKYD49X8GJ491411","12"
"08/04/2023","15:18:11","","1,170,276","35,116.3","Diagnostic cleared","ELD","09CE","1XKYD49X8GJ491411","12"
"08/04/2023","15:19:44","2mi ESE IA Newton","1,170,276","35,116.6","Driving","ELD","13AC","1XKYD49X8GJ491411","12"
"08/04/2023","16:19:47","2mi NE IA De Soto","1,170,332","35,117.6","Intermediate log","ELD","13AD","1XKYD49X8GJ491411","12"
"08/04/2023","17:19:44","1mi NNW IA Walnut","1,170,399","35,118.6","Intermediate log","ELD","13AE","1XKYD49X8GJ491411","12"
"08/04/2023","17:32:23","IA Shelby","1,170,411","35,118.8","On-duty, not driving","ELD","13AF","1XKYD49X8GJ491411","12"
"08/04/2023","17:36:37","","1,170,399","35,118.6","Diagnostic cleared","ELD","09CF","1XKYD49X8GJ491411","12"
"08/04/2023","17:56:56","IA Shelby","1,170,411","35,119.2","Driving","ELD","13B0","1XKYD49X8GJ491411","12"
"08/04/2023","18:56:58","3mi NW NE South Bend","1,170,474","35,120.2","Intermediate log","ELD","13B1","1XKYD49X8GJ491411","12"
"08/04/2023","19:56:58","5mi SE NE York","1,170,544","35,121.2","Intermediate log","ELD","13B2","1XKYD49X8GJ491411","12"
"08/04/2023","20:56:56","3mi S NE Shelton","1,170,611","35,122.2","Intermediate log","ELD","13B3","1XKYD49X8GJ491411","12"
"08/04/2023","21:56:58","6mi W NE Lexington","1,170,673","35,123.2","Intermediate log","ELD","13B4","1XKYD49X8GJ491411","12"
"08/04/2023","22:44:11","3mi ESE NE North Platte","1,170,725","35,124","Off-duty","Driver","13B5","1XKYD49X8GJ491411","12"
"08/04/2023","22:44:50","","","","Third certification","ELD","13B6","1XKYD49X8GJ491411","12"
"08/04/2023","22:57:19","","1,170,726","35,124","Diagnostic logged","ELD","09D0","1XKYD49X8GJ491411","12"
"08/04/2023","22:57:48","","1,170,726","35,124","Diagnostic cleared","ELD","09D1","1XKYD49X8GJ491411","12"
"08/04/2023","22:59:06","","1,170,726","35,124","Diagnostic logged","ELD","09D2","1XKYD49X8GJ491411","12"
"08/04/2023","22:59:16","","1,170,726","35,124","Diagnostic logged","ELD","09D3","1XKYD49X8GJ491411","12"
"08/04/2023","23:08:31","","1,170,726","35,124","Diagnostic cleared","ELD","09D4","1XKYD49X8GJ491411","12"
"08/04/2023","23:15:13","","","","Fourth certification","ELD","13B7","1XKYD49X8GJ491411","12"
"08/04/2023","23:17:22","3mi ESE NE North Platte","1,170,725","35,124.6","Driving","ELD","13B8","1XKYD49X8GJ491411","12"
"08/04/2023","23:19:38","","1,170,726","35,124.6","Diagnostic cleared","ELD","09D5","1XKYD49X8GJ491411","12"
"08/04/2023","23:19:38","2mi SE NE North Platte","1,170,726","35,124.6","Shut-down","ELD","13B9","1XKYD49X8GJ491411","12"
"08/04/2023","23:20:26","2mi SE NE North Platte","1,170,726","35,124.6","Power-up","ELD","13BA","1XKYD49X8GJ491411","12"
"08/05/2023","00:17:22","3mi WSW NE Brule","1,170,790","35,125.5","Intermediate log","ELD","13BB","1XKYD49X8GJ491411","12"
"08/05/2023","01:17:25","5mi NE CO Sterling","1,170,862","35,126.5","Intermediate log","ELD","13BC","1XKYD49X8GJ491411","12"
"08/05/2023","01:54:36","1mi NNW CO Brush","1,170,903","35,127.2","On-duty, not driving (Inactive - Changed)","ELD","13BD","1XKYD49X8GJ491411","12"
"08/05/2023","01:54:36","1mi NNW CO Brush","1,170,903","35,127.2","Off-duty","Driver","1423","1XKYD49X8GJ491411","12"
"08/05/2023","01:55:16","","1,170,862","35,126.6","Diagnostic logged","ELD","09D6","1XKYD49X8GJ491411","12"
"08/05/2023","01:55:26","","1,170,862","35,126.6","Diagnostic cleared","ELD","09D7","1XKYD49X8GJ491411","12"
"08/05/2023","01:55:59","","1,170,862","35,126.6","Diagnostic logged","ELD","09D8","1XKYD49X8GJ491411","12"
"08/05/2023","02:03:30","1mi NNW CO Brush","1,170,903","35,127.3","Driving","ELD","13C0","1XKYD49X8GJ491411","12"
"08/05/2023","02:05:29","","","","First certification","ELD","13BE","1XKYD49X8GJ491411","12"
"08/05/2023","02:05:29","","","","Fifth certification","ELD","13BF","1XKYD49X8GJ491411","12"
"08/05/2023","02:05:30","","1,170,862","35,126.6","Diagnostic cleared","ELD","09D9","1XKYD49X8GJ491411","12"
"08/05/2023","03:01:15","2mi WSW CO Hudson","1,170,961","35,128.3","Off-duty","Driver","13C1","1XKYD49X8GJ491411","12"
"08/05/2023","03:01:15","2mi WSW CO Hudson","1,170,961","35,128.3","Off-duty (Inactive - Changed)","Driver","13C1","1XKYD49X8GJ491411","12"
